Sample,PLASMA01,PLASMA02,PLASMA03,PLASMA05,PLASMA06,PLASMA07,QC1,QC2,QC3,QC4,QC5,QC6,SERUM01,SERUM02,SERUM03,SERUM04,SERUM05,SERUM06,WB01,WB02,WB03,WB04,WB05,WB06
Label,Plasma,Plasma,Plasma,Plasma,Plasma,Plasma,QC,QC,QC,QC,QC,QC,Serum,Serum,Serum,Serum,Serum,Serum,whole_blood,whole_blood,whole_blood,whole_blood,whole_blood,whole_blood
408.6805__38.04,263393.39658,276165.3523,335695.33948,307725.20986,260661.67707,242765.36924,883980.34441,764903.34748,730869.32124,912029.54261,722879.87617,843524.06272,27975.6036,45620.80937,16262.03533,32375.01121,NA,NA,777191.22312,635708.973,641500.83036,541698.00885,642593.09752,787946.75598
410.7671__38.53,2944985.95122,2652033.09852,3052908.85852,3364109.74031,2990977.17887,3020359.94853,2514533.39307,3708997.97783,3978038.94492,3788947.40409,3961369.80961,3650376.78584,2667595.94116,3339726.73646,12759604.44524,3336164.35835,3138183.47662,11524313.51055,1073975.59098,679227.82728,762883.55902,679155.60079,933753.38889,1075050.92206
412.7178__38.28,1247031.08916,1218754.25791,1257903.09476,1255025.23687,1186947.96687,1140072.19464,2375636.95454,2222985.82559,2517841.18902,2318457.54322,2324236.30934,2241303.02164,80153.51929,41133.29331,30902.08154,109349.07619,75786.76017,NA,1927649.6581,1661071.05441,1645914.10409,1628024.10049,2101072.1091,2097984.94111
413.9773__39.19,442350.63818,677991.47752,778951.16757,293347.78495,444024.44614,650543.49698,353559.13993,365693.53919,423907.95301,400813.43345,568798.12623,351323.59504,NA,NA,NA,NA,NA,NA,2062634.31545,1831659.92937,1693645.3535,2614240.67162,2537588.34073,1775390.37419
414.7149__38.28,2094968.5143,2038208.59246,2369165.30248,2079747.83401,2177915.2313,2120528.87162,4317862.70567,4252183.22982,4189148.25598,4373992.83149,4059042.0632,4088974.66742,213771.85686,951366.69225,889013.2338,515471.73164,287126.95128,243905.41215,3576037.86909,2917101.29265,3576616.15972,3026885.85845,3716663.57723,3330912.45072
414.9717__39.32,729785.14202,997128.04728,1041607.33395,638544.7809,801310.67972,986778.35784,605380.97275,460688.71138,565152.19338,747638.17074,619712.89842,568729.52282,NA,NA,NA,NA,NA,NA,2960035.14692,2568568.57364,2652139.91805,3622947.88747,2893037.49731,2699935.13098
416.0554__42.66,329134.2687,217027.80641,74621.70633,425762.82241,390041.5266,636486.74626,582456.66015,425107.32541,513600.28381,457252.50504,328964.59174,567920.66384,3067351.92272,2430596.49202,2331868.97975,2712216.74891,2624786.78865,2892052.86238,NA,2009964.1513,NA,NA,NA,NA
416.8012__38.37,1402607.71924,1529843.56401,1860362.12631,1693850.28254,1503027.16944,4330398.5426,2918107.55463,4581192.87158,3002201.9515,2939076.54122,2955098.62439,2730607.82476,2954763.16751,3540231.83155,2808805.73212,3512743.12515,2981744.78316,2976459.52442,1235739.97503,838147.0058,776941.409,2217639.31103,918419.63814,840275.31406
417.0025__39.69,26488841.25709,27535716.15119,29197175.81785,27766107.66135,29004551.81583,29243889.73221,15741858.1857,16931082.2379,18618246.68249,17840697.82223,18199001.62638,17849247.82497,NA,NA,NA,173057.10164,NA,NA,5893739.33818,4153268.29169,4540822.60714,5564502.97814,5375312.33438,5888939.34304
418.2296__96.76,NA,NA,NA,NA,NA,NA,2550033.88573,2408688.96285,2787138.98075,2619668.53447,2544871.70322,2427881.76388,NA,NA,NA,NA,NA,NA,1031567.59026,19947444.39166,1681557.50943,1249866.20363,152864.80282,592684.30958
418.2297__59.97,NA,NA,NA,NA,NA,NA,2357533.76046,2051323.23945,2263973.38088,2124686.75436,2472364.99941,2222299.29559,NA,NA,NA,NA,NA,NA,813751.79689,13150376.72834,1265899.73083,859974.57502,82067.72039,388331.45445
418.9817__39.47,15145636.98907,16438976.83618,17281277.95124,14668168.62508,7842603.64179,16297071.66765,9625715.36837,10528111.08821,10798319.08193,10664865.82465,9492853.27569,11235940.99374,NA,NA,50576.09013,NA,NA,NA,7881656.86468,5848386.70849,6652708.98933,7699295.58302,7296522.95493,7593605.59697
420.7956__38.68,1591850.38242,1650159.78585,1504040.67393,1674083.6258,1479887.55717,1566659.75984,1729753.92586,1642821.21896,1597319.22023,1488178.46571,1719845.62283,1673170.5296,4576396.05096,1236829.5381,869277.44249,4915323.27285,4563579.25251,593946.90716,404129.39269,2607152.05975,3205966.53338,2793185.63403,2979326.63892,3019502.36298
421.9211__44.22,2720378.01144,2487689.26806,2165320.11852,1189685.5279,1653117.2137,1413831.88257,3129389.49406,2290123.17103,1104660.44218,984373.0126,655043.65551,728955.9287,NA,NA,NA,NA,NA,NA,6782428.2402,7042462.70638,8116630.38401,7547042.17075,6122076.87531,5764133.3393
422.106__40.53,NA,NA,NA,NA,41483.67626,NA,194165.53908,448353.31386,511203.233,513846.66537,578671.4422,466917.27803,NA,NA,NA,NA,NA,NA,1575375.41841,2319562.95669,1964582.69575,1717981.8866,1502941.65454,4190419.38438
422.7465__38.3,2177481.62668,2138059.13812,2226334.00446,2135828.53864,1896752.57794,2118789.76271,3344383.07241,3174777.94954,3162177.52897,3151942.1872,3111330.46799,2831271.78971,29020.0532,57533.11621,82743.82834,110816.58424,154787.07811,1576241.37259,2422434.31118,2258078.5854,2838838.45949,2039792.4414,2419177.89451,2595750.70997
426.8297__39.02,2790582.70238,2989095.22369,2677925.26324,1633974.28293,2913941.00063,2760702.54558,2634030.81223,2584538.30763,2581535.79087,2572332.40941,2387903.51708,2348545.11651,1251595.69036,674442.92635,1229515.94466,1642938.66569,1419453.01137,1263157.7187,526865.89443,103559.14577,1633442.21029,1663202.05179,1939304.8017,458532.5059
428.0367__50.19,95766.95052,1168119.47536,108426.68069,174017.47267,94077.50631,91151.95533,12311974.77387,9524917.9243,10834206.56021,9016057.35943,11281833.82631,10411423.09401,NA,NA,NA,NA,NA,NA,19093117.37929,26537455.20518,24854245.83515,23399884.81075,24348679.34168,23282429.44308
428.8273__39.2,2045337.34918,2226123.33054,780171.2944,2129483.47313,1877610.51739,1820160.58415,1906979.58184,1804125.59058,1728969.77033,1699674.94575,1780851.38974,1712630.43399,1027674.44973,1011025.75703,924397.38306,1070916.65787,975911.58563,257679.70433,8028496.74193,8831568.76277,9855852.20235,10949546.49425,9238452.21932,6942129.87998
430.9458__39.36,46576.07971,NA,38062.519,17297.33762,19178.41076,22490.21518,NA,34705.75952,NA,14473.20577,15294.7086,NA,NA,NA,NA,NA,NA,NA,1246267.58334,1523712.87156,1759508.08569,1687775.77111,1438839.70148,1283386.97016
432.7753__38.49,1922557.4122,2122575.91628,1829191.73818,1863722.60132,1695011.03874,1896743.66616,2471999.80882,2125360.10207,2375142.47687,2328995.12634,2490294.89151,2380662.83937,16846806.16287,15911704.89274,18179072.69881,15237373.33144,16241022.08424,17445526.24167,1864896.70655,1334850.95585,2966084.0157,1363721.53289,2969948.2551,1389811.32457
432.9766__39.54,14412168.61146,16167041.83713,16843394.4795,14556854.5666,14546982.87674,16545529.66905,10440194.91666,11081323.99055,11615696.87963,11778358.81964,11980458.2324,11611149.34615,1286587.49828,923024.87577,1155412.22403,NA,1586331.12199,1319027.84008,11326286.09747,9006444.52022,10501742.56548,11890814.78403,10479414.17116,11173263.17998
434.637__38.16,NA,NA,NA,NA,NA,NA,NA,48144.88404,26966.51453,23772.17372,49442.12699,NA,NA,NA,NA,NA,NA,NA,789296.3303,914310.48061,1072165.82495,688183.2404,940516.32837,984291.80313
434.9556__39.35,2886530.83005,4912533.15668,4537273.27675,3181087.67871,5266598.77905,3718123.31946,2828580.97845,2892442.30292,3296142.59939,2081052.56327,1077844.53533,2661957.12447,1126161.80054,830420.2841,826009.95891,1124752.14008,1768194.4541,1231056.52887,8081795.62599,7154658.15142,7741551.31907,4290917.96875,7822405.77983,6654680.63718
436.6609__38.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2643586.07701,2500792.14525,2684378.99349,2491937.1848,2469702.99043,2590144.68358,1847454.56277,2029671.15909,2486389.38462,1994899.03401,2383306.35297,2056628.17108
436.8216__38.9,963665.1392,695087.65001,798368.07466,874872.32282,636785.6701,860660.39483,975220.04342,890013.84084,797982.89722,949196.33045,907094.84801,917217.76208,511348.21964,NA,630502.4768,543957.2487,556063.19102,575933.73901,729886.88893,733535.41738,NA,881639.57101,531125.15059,544694.95977
438.7203__38.26,129799.92575,384462.49964,197836.3408,NA,NA,160004.88493,198978.28027,398250.20948,352405.70079,338934.22882,258361.55027,408478.89659,12475745.15788,11690983.29256,13144645.19764,11430051.53672,11425138.46274,12146872.45543,1679397.33751,2175429.41837,2203360.11154,1917994.50317,2209005.78058,1948005.12089
438.9845__39.1,37029278.97471,38186284.38148,38963236.63209,38338361.1108,38957059.28444,38695335.3198,21119896.61273,21192445.88057,22725547.61703,22688137.66323,23138523.53439,22568540.76347,NA,NA,205331.32772,NA,NA,NA,5848225.14541,4053966.37289,4311436.05567,5095050.99814,4988393.61589,5791538.69997
440.7215__38.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23649552.37736,23262724.94099,25212934.49183,22170913.92592,23344137.40065,24875990.03996,2810866.46179,2678156.9068,3151453.50123,2952714.7125,2911258.65029,2676943.21554
440.9814__39.08,11619814.38709,11804567.01451,12207518.85959,11836927.72372,12364015.36182,11567858.1435,6061324.41942,6224062.4192,6702590.64592,6645725.32294,7140331.07026,6786076.59824,NA,NA,NA,NA,NA,NA,1718595.15559,1079129.61508,1186598.4663,1475917.1156,1068136.66323,1640996.24713
444.8016__38.96,770721.99579,857306.60829,527533.6187,626458.414,592345.06437,817437.45362,765556.66444,851167.13024,446027.62745,645857.52037,700961.58209,544702.1976,845021.41328,959832.19125,1123700.47148,828627.77998,967068.62075,NA,697433.18165,625518.64921,907123.41851,874265.9433,632684.63652,226568.5878
446.8309__42,NA,NA,NA,NA,NA,NA,NA,NA,NA,33097.522,NA,NA,796586.17478,1381736.59545,1366420.29584,882386.13766,1212322.1314,1270113.23854,NA,NA,NA,NA,NA,NA
447.9319__45.11,6699705.12928,5109500.20392,5249425.58871,5014690.06172,4834287.47152,4292630.55063,6237593.05363,4612673.29286,3198492.28538,1864262.28152,1867476.83996,1916875.91463,622000.05439,NA,542740.64778,NA,NA,NA,399945.09394,260164.24004,351782.05961,310832.68258,325789.05611,277684.08835
448.6685__38.25,692214.37188,588996.22612,562930.1776,1117398.07793,1400379.34393,619625.53057,1740988.88184,1739705.98221,1660195.05799,1841102.37491,1838691.54289,1882348.1969,3274499.90638,3364689.71443,3418529.05774,3272807.35635,3251067.19925,3564281.26795,1360546.17118,1583602.54996,1904749.82576,1433559.06068,1225084.31503,1374834.73316
448.9511__39.39,3435177.15378,2758052.85104,3083164.97908,3235469.42923,3246446.32651,2714023.75836,2298372.55406,1194373.74866,2185804.93605,2214925.57465,2236979.98684,1409853.66132,NA,NA,NA,NA,NA,NA,7270451.69513,7094081.07394,8251197.87186,9107626.57227,7912808.70053,7582877.04243
450.0186__46.28,NA,87156.83148,1223588.74468,1052469.15689,NA,772479.45092,3306091.34626,1430740.20139,2780686.90266,3200853.50604,3008105.34908,3411225.53807,NA,NA,NA,NA,NA,NA,5231132.34028,6784031.99121,5651313.08089,6117999.10098,6364924.31582,6257736.005
450.7464__38.24,1676319.95974,NA,1713573.55373,2148767.97189,431688.72813,NA,998417.63528,2229934.361,959516.12024,NA,2135841.88494,NA,1707956.26351,20943395.50741,1704776.99349,1539014.98259,21213777.63141,21404077.33263,1291809.89429,1452848.68189,1341092.39807,1482201.44607,1462392.66094,1194326.38449
450.9476__39.11,1153650.43703,729534.52576,1169471.44525,571109.27455,649196.6799,1217299.95688,876360.46494,736699.33869,849038.12189,691877.88178,1053172.22846,267697.69627,NA,NA,NA,NA,NA,NA,3430675.25357,2330721.65044,3274553.81085,4051340.11645,3904951.75678,2930048.87861
454.7028__38.17,776170.12826,847575.0445,945280.224,1329369.15448,1068335.54247,854745.26041,1830685.37124,1763629.33327,1832642.0178,1810597.87764,1705824.37328,1751706.41438,4195360.03629,3905044.55527,2060767.07466,2035354.97954,3923144.11624,2172628.53051,664150.45406,NA,1173068.23048,837684.52534,914995.36829,711908.40102
454.9588__39.2,23631959.70664,26881374.17471,28253319.50569,24774281.06993,24802691.95995,26977934.35174,17332461.22189,17478936.95296,19217567.0205,19075612.31877,19171285.29905,18909833.5193,NA,26605.30615,NA,NA,NA,NA,15089218.46143,11079751.83021,12843323.94481,14538799.78418,13116460.90467,13815633.99369
456.9558__39.19,9111525.94445,10464567.1576,10378119.89388,9479374.29163,9319800.23021,10074646.38045,6431546.83476,7061265.60152,6996854.7869,7037601.75553,7291189.23572,7435197.77604,NA,NA,NA,NA,NA,NA,5712922.8987,4351931.89234,4651322.65036,5252386.74553,4570412.62398,4816593.43813
457.021__42.99,1741120.93714,1422630.24697,1685053.5911,2222751.13697,2402178.89409,2210959.13252,858610.572,1486862.74741,2052967.14683,1326437.98756,1488441.40016,1284028.64828,NA,NA,NA,NA,NA,NA,607821.0982,558113.33845,286313.41128,667873.76156,899417.39749,1055281.91783
457.96__40.73,5253986.46756,4363490.4875,4638373.02137,4215601.90742,3951000.40385,3679856.18114,3597700.90113,2337129.96157,2086984.03205,1732605.12413,1882304.44334,1728723.06385,577720.70925,NA,NA,507452.30878,545981.96831,754052.28173,999073.56038,471249.52326,876912.90685,903679.31142,889071.1649,1021123.92867
458.7859__38.18,1763553.39595,1322617.98481,1157452.03193,1600198.04031,1835386.18031,1408817.85899,3331090.72547,1718132.31881,1558788.81713,3111648.15022,3239969.98752,3194981.29838,3701324.51504,4214601.2301,3794904.69096,3521771.08809,3603012.79228,3749784.22027,427770.66033,4882163.88488,NA,4582959.8114,NA,5003932.45324
459.8764__43.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,792359.0822,583779.12293,392554.85301,654662.77424,798156.17858,874344.8446,NA,NA,NA,NA,NA,NA
460.7829__38.23,2153195.69281,1989455.95152,1630196.84242,2634205.83795,2281252.1919,741825.97553,2112262.29349,2399377.2917,2273195.51853,2033880.25072,1226021.12542,2066930.51123,1443146.14678,1878040.28254,1549139.66906,15386848.28449,1519669.79635,1874142.75792,NA,23167.27949,NA,NA,24842.97741,56145.18363
460.9666__39.09,22932807.83007,24595167.38673,24123308.94938,23710219.13919,24616853.94935,24265375.36144,12381174.10265,13246821.98575,13762203.58264,13495613.00558,13020219.26893,12671364.28523,4616021.10399,5087258.13833,6249755.21464,3773492.33229,4166408.06439,4245515.9506,2646794.75091,1496895.23085,1727574.3253,2311708.38005,1851714.61632,2230548.38376
463.906__45,4775036.07707,1982851.21823,3934694.24129,3231545.49137,2882595.77036,3213930.22048,5315263.72902,4087923.85576,2183536.10582,1819500.26223,1634662.65403,1441956.22178,NA,NA,NA,NA,NA,NA,2284085.93799,1503798.28183,2078772.60609,2167471.59553,1599630.35556,1784245.05884
464.7311__38.25,1726005.95602,1684260.35274,451243.04684,1914118.62774,1521311.90775,1695222.95225,2482366.76431,2260997.69955,1168907.19663,2399591.29317,2609573.651,2422111.01827,2072047.57897,2303307.00314,2094011.20764,2427118.90454,2052356.63034,2204009.41806,39196.66916,44578.61403,NA,NA,85916.88074,149610.1268
465.9032__45.52,1231130.93038,1033392.88112,1038258.5992,799156.10313,635317.50914,568164.84213,1632746.6587,861006.33693,524058.05285,195896.91909,157703.09807,81992.45152,NA,NA,215507.1636,NA,NA,NA,358350.1771,2541615.41728,1772088.31344,186272.47533,2217548.82853,250876.84451
470.7223__38.18,639078.57511,491541.15636,617932.88142,503387.15935,494747.68851,495728.64371,1173629.25162,1181344.55956,1066296.7978,848775.13246,957911.17784,753210.00275,884756.15973,547066.19945,681397.29756,879770.87012,777551.89765,458737.88567,65849.79487,NA,35911.91455,12867.56291,72014.23338,146877.29388
470.9329__39.1,5484473.74801,1549023.76374,7157426.1477,5624496.10509,4671818.65168,7706627.91606,1998522.68438,1916870.88456,1898395.22992,6070535.86215,6178146.96593,2037394.62761,7822123.00683,7748606.21725,7591474.75716,7599814.86949,7661006.73948,7029253.90964,12662020.15598,12058272.4399,14418256.80014,16250423.48156,12660946.91158,12665902.75406
472.6738__38.21,968313.81149,1097850.97275,1253375.14915,1157601.97984,1199975.86099,1098253.72728,2650082.00973,2361249.70559,2404369.75653,2607794.59702,2261117.17695,2280390.37564,61011.87198,94901.07296,79478.57195,132325.71431,107798.46369,94523.32376,808145.28968,382826.31754,539824.71314,487212.81141,344038.48083,1160680.9471
473.9344__39.66,1760303.2863,1431306.81653,1828905.0838,1324127.96964,896873.04619,1011767.1109,1926122.38758,1749343.76881,834618.44157,614104.56009,612727.67251,714090.03288,NA,NA,NA,NA,615930.95487,605867.75496,1453909.27132,1226001.30548,1822954.27228,1724375.22757,1402617.85086,1310063.1449
474.7599__38.33,1831648.47963,2092157.36153,1057719.98697,2137931.72998,1024546.70927,966641.70187,2193281.25123,2359415.1953,2142517.53881,2261615.7635,2114497.94087,2202552.18121,932885.07637,1970025.76973,1525347.87517,1789678.39132,1566063.04922,1559644.85208,217297.54566,151169.81586,139636.96551,1518243.44047,97571.85501,260018.94052
476.9406__39.09,19000711.66469,20913450.77455,21424277.52012,18705021.95656,18495825.99425,19052884.15405,12649657.70081,13260296.32881,13943302.47795,13264026.19244,14130792.94117,12484100.11735,61722.67967,32894.53189,65713.13085,48796.01378,NA,48435.10712,7462380.93001,5429830.49364,5942293.57154,7056909.47863,6415510.62912,7072044.95099
477.1042__51.03,9469927.19147,6762889.01457,7157272.11424,7184072.43992,6461026.29731,8052010.18986,7944315.28331,6639727.49746,5259039.25529,4419851.48013,4178981.62345,3815260.20932,NA,NA,NA,NA,NA,NA,4256481.76707,3146787.49166,3747919.03829,3177513.95727,3392853.56068,3343485.29803
477.1043__68.45,5109776.90754,3076693.17464,3900887.5603,4512409.30827,3149155.62004,4637035.97895,4132680.13207,4074298.61924,3037493.30825,1739837.2414,2395712.02818,2598167.57665,NA,NA,NA,NA,NA,NA,2541798.90591,1435861.25772,1703632.89998,1727540.96039,2121960.6869,1854651.04175
478.7544__38.45,1471204.32305,1409724.05388,1444513.36158,1587794.07101,1240394.38087,1495191.64831,1734405.19274,1501372.40418,1686339.72372,1652714.2608,1483583.68662,1464002.86348,441021.36702,1475385.45956,1144772.23526,1244153.87886,602698.7344,1121163.91908,196270.76611,174125.93982,46176.20949,22851.55167,145499.11911,1194235.93452
478.9376__39.08,7066533.52087,8040075.22012,7896613.33341,6999578.83158,6940911.53819,753628.57764,4651687.60596,4718215.4579,5155166.48776,5092690.56321,5184849.44995,4976577.53823,4401479.90177,4467959.76815,4346693.73277,4121813.71915,3982324.64755,3964446.22626,2443576.25571,1806056.53303,2175501.98348,2656905.83935,2394454.81602,2466991.61502
482.7028__38.34,1647904.11069,1646232.81719,1749661.20239,1523004.94967,1593403.04422,1875409.22727,2833913.43195,2604121.32133,2584160.40093,2719997.88229,2743183.04001,2622356.2868,885916.04806,676450.4883,859629.46326,2522992.23058,3154345.37404,3083443.15362,1839825.21677,705780.83691,1510242.18435,1126285.30457,1625380.06339,1607404.92026
484.7887__38.66,1749134.01446,1698542.57568,1509629.3052,1095389.76701,1487536.53341,1708242.62183,1920456.09151,1585031.6915,1634149.01033,1388015.06854,1937974.94917,1907577.33775,1022135.33367,1306478.45941,1005900.00617,1603554.78531,895608.41672,1655180.74963,1123658.63439,NA,80904.73305,852697.10056,1049722.38627,1064009.69029
485.3588__43.13,2686310.54363,2587508.98166,3836034.15476,2479012.30453,3035163.38911,3287371.12233,2389772.68045,2794772.65316,3105586.96877,2885430.88567,3209216.34862,3396300.13818,2118746.07263,1548281.24297,2259300.80543,1079128.87575,1603248.61033,1722206.21831,5272787.45973,4900200.97019,5487683.37976,6453746.84096,4014102.3462,5761474.6414
486.9068__39.15,2683773.72409,587532.6248,2751381.48711,1514388.77338,2266738.84872,1800904.11293,1348560.41348,1642397.25353,1666830.61767,1419418.78104,1515105.93334,1641656.24386,NA,1248427.91743,851714.20535,1289619.61757,944082.09277,NA,5883002.42853,537149.65384,8074693.41359,8201920.09298,7151332.26194,6233144.9715
488.9043__39.09,155688.16706,229271.30868,232751.01104,93140.14095,56310.21562,183019.55259,142917.80498,111740.38725,181339.69885,170170.37104,165231.95146,219694.08697,NA,NA,NA,NA,NA,NA,2504247.75328,3481969.01885,4138454.48973,4195519.05824,3388979.18102,2851750.67001
490.7339__38.4,1007971.50795,946144.39539,908364.62859,944753.58559,958090.52137,794014.61921,1337276.07471,1098414.503,1500258.47358,1250268.74574,1276391.35543,1070540.00681,11685423.49104,11197392.61426,12499725.73089,10126808.50426,11421547.54381,11437054.61969,787224.99093,513342.02323,505819.46007,1393170.05806,2121240.86725,599085.66666
492.7312__38.36,1247802.70107,1712363.33536,1482626.7141,1370977.85685,1332009.5642,1415748.79723,1795268.85697,1908062.23919,2001670.94127,1488516.28012,1955629.89905,1951584.27704,7221308.98707,6865500.17358,7094885.34298,23595.02327,6578895.19814,NA,1273701.74175,894375.39875,817102.40808,502888.62305,881167.2245,926481.20308
492.9145__39.14,6176742.28375,7572983.88836,7872008.78768,6250800.17458,5899698.79512,7443097.82114,5231899.5957,5290089.56026,5611012.1069,5713666.82474,5773543.35922,5939059.30511,1522960.43774,NA,1256585.16505,1404620.00868,1880710.42647,NA,9397870.35939,7464868.82771,8611334.3251,9500077.02664,8579942.4305,8423267.43871
494.6466__38.18,701375.65872,NA,482501.08743,687229.62467,710558.13067,NA,1129714.34233,959994.92069,NA,981185.53338,1002615.64,52089.41026,2538561.67614,2521710.1518,2748939.87261,2485386.86297,2629293.18171,2455357.18591,798641.19446,867000.46981,1052637.28722,421759.86328,986646.3099,894676.81247
494.9117__39.1,2562772.35327,2963188.33603,3523768.09744,2190000.06315,2691173.07179,2884653.76322,2091642.77088,2347684.56208,673052.82815,746464.23398,2263672.25892,2255733.96705,NA,1541380.52601,NA,3916.05715,NA,1208684.51229,3612910.16372,3294950.72917,3841756.69949,3901931.67669,3779297.11779,3856237.54739
496.9436__38.76,8648652.59796,8755803.55933,9194086.34128,9727354.39545,9598852.11288,8890676.62689,5282203.48285,4681190.45687,5249219.80881,5161358.87523,5375110.04939,5200081.36283,NA,934083.69336,NA,NA,NA,NA,894107.85038,352567.50972,533533.96896,547332.74743,581342.01351,862854.02386
498.9405__38.7,5466066.71339,5666049.57832,5671329.69019,6028167.33604,5713952.76128,5008735.49771,3201178.18675,3236968.77699,3232075.09737,3253831.05248,3339344.78939,3277823.65279,NA,NA,NA,NA,NA,NA,486199.31682,160899.58263,150916.66746,306281.84706,393351.78381,419718.42642
500.6814__38.52,711783.29081,730566.009,744735.70341,320984.3454,613726.31327,787692.3807,774200.53125,518892.77227,780814.62946,642334.35834,840964.14631,135903.74286,15555917.89608,14412067.80676,16164701.8382,14000806.21556,14316572.92818,15593522.81522,323909.1296,NA,1247834.78197,1239050.26822,1324097.09547,1218411.01367
501.9871__45.85,1851751.97156,1939446.38524,1363586.69721,1547971.44858,1278094.86548,1119725.9339,1797418.19366,1148079.93699,847351.86785,548317.5637,743761.04448,667289.37129,NA,NA,NA,NA,NA,NA,18780.02039,24176.23642,NA,NA,13425.67951,16024.27685
504.6293__38.25,105268.1333,116625.59718,164388.70424,114636.09889,200225.94895,214303.04001,349253.40653,871731.57602,464410.77003,181670.53504,81979.08459,90531.63923,1903977.18673,2102768.47781,2006272.4559,1944551.54287,1807065.25556,2250886.45229,1288677.21482,1215909.15043,1449259.24336,NA,NA,1211118.46306
504.6754__38.25,37257.12486,17953.71176,24793.69232,NA,37530.54925,NA,50140.67532,32973.52609,101260.25918,68119.97435,19211.41222,27192.39731,2428485.7169,2106348.58938,2456484.50443,2018096.58548,2633960.69391,2334577.25875,NA,1094647.18713,992841.5601,1056479.80533,NA,NA
505.8908__44.76,2814477.66507,1592144.20078,2266728.90285,1747549.83714,1944936.90793,1545101.43395,2959715.13261,2095563.02212,820890.31245,754896.6746,702140.5004,513895.56827,NA,NA,NA,NA,NA,NA,8506.40086,NA,16170.15102,15829.54241,52118.25123,NA
506.9725__39.3,781179.41383,762124.3076,997655.53924,896450.07787,940917.51024,995508.84654,311944.4291,320318.8547,269927.44956,325881.38784,419895.72368,274834.48146,NA,NA,NA,NA,NA,6438.46456,NA,NA,NA,NA,NA,NA
508.7055__38.25,NA,66901.13547,NA,NA,NA,NA,NA,37371.00093,NA,NA,657168.8839,47255.20348,18226524.41573,1647405.2081,18443410.10708,1274761.47134,16688503.33172,1635341.22767,1066269.11345,935010.22781,880511.79673,800783.64479,924700.37213,761766.22207
508.8886__38.98,1072005.14536,1195463.31992,1429821.8881,492262.76509,660936.93382,1054054.24725,1131077.55755,916378.39423,1229083.55882,865905.55492,909726.34069,932640.23543,NA,NA,NA,NA,NA,NA,5787687.24097,5786642.15196,6677247.04138,7090311.0732,6187442.45042,5238624.21467
510.0685__43.94,657039.86387,NA,27484.9931,84130.74893,586388.70883,60931.09327,872421.70553,815396.09961,941937.87114,902251.07729,979207.29885,1076412.56576,NA,NA,NA,NA,NA,NA,358478.01163,66870.40145,152551.94264,293115.491,528673.34273,416381.06653
512.918__38.87,6217129.93385,7281127.98976,7392679.67907,6611021.91416,6777453.82887,7774677.59743,5173187.56724,4972225.32919,5764700.87415,5570396.38713,5356086.18455,5625424.70836,40461.61714,NA,NA,22776.92586,79538.4956,108117.61764,2864839.01118,2430102.85348,1773733.8944,2911996.24324,2321038.61636,2978463.13983
514.6588__38.21,1054360.33741,749913.05438,938815.70005,1202899.83929,1220234.29282,1029626.17428,1912408.21766,2117409.00037,2227348.341,2118646.65063,2208309.09003,1959963.14022,3385682.54022,1086450.98627,1301667.31687,1333280.18979,3371631.45298,3522282.58213,59377.23298,57849.92788,1195207.31661,NA,86899.4009,NA
514.9151__38.89,4679150.25807,5275424.78635,4962381.40292,4786167.23173,5177969.25183,5412006.17501,3289032.94137,3750478.78175,3594991.70968,4039235.8379,3414400.81343,3368744.45174,NA,NA,NA,NA,NA,NA,2126029.07301,1604025.03378,1690876.01699,1700219.73442,1393084.04908,2001789.49953
516.6559__38.23,873391.72693,884755.81637,990424.44818,1115104.77071,1177462.97779,510646.38092,2239652.42773,1964135.68817,1840014.44146,2010445.96649,2125197.86106,2083747.4329,3289644.32044,4000010.06591,3358909.78238,3263629.82046,3289791.21305,3468858.6558,67832.5716,767374.39458,65309.7997,NA,NA,89541.87471
518.9256__38.83,10692753.61215,10841195.94379,10815196.29598,11288999.82258,11593394.86704,10634099.32536,5558115.74322,5355165.21933,6106200.86275,5754371.06741,6252019.89623,5927259.28859,2104254.29134,2205709.37299,2978626.99596,1679401.26408,1831770.08453,1778075.60786,369381.50179,176665.61334,146959.35204,71597.1674,207116.99841,202019.56501
520.9224__38.76,6218762.77823,6661246.96954,6209706.71906,6657053.24521,6887238.30437,6360059.06355,3483899.02361,3754975.81703,3171459.62913,3627311.10099,3770208.49648,3652777.66187,22998.87048,28839.95052,93155.89464,38176.51601,188097.04125,1334690.59411,259424.23488,98833.72228,145227.16497,152951.18393,338443.1239,234350.53645
521.3354__43.53,72290.90411,NA,NA,NA,36585.87391,22886.55668,NA,NA,NA,118250.18764,49198.0526,96284.49578,NA,NA,NA,NA,NA,NA,699950.72711,781502.71037,637107.03915,1209969.14198,623842.10808,949062.42872
522.9193__38.33,653807.472,775568.33404,1127540.0673,579902.1685,819058.67988,702014.21657,164226.96011,334203.6517,290564.2704,227808.19229,340468.32432,389679.41059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
