Sample,PLASMA01,PLASMA02,PLASMA03,PLASMA05,PLASMA06,PLASMA07,QC1,QC2,QC3,QC4,QC5,QC6,SERUM01,SERUM02,SERUM03,SERUM04,SERUM05,SERUM06,WB01,WB02,WB03,WB04,WB05,WB06
Label,Plasma,Plasma,Plasma,Plasma,Plasma,Plasma,QC,QC,QC,QC,QC,QC,Serum,Serum,Serum,Serum,Serum,Serum,whole_blood,whole_blood,whole_blood,whole_blood,whole_blood,whole_blood
189.9879__43.93,NA,555178.51393,NA,NA,NA,878061.35426,1101269.60581,1022370.11874,1144014.01352,1361806.08578,1503715.26223,1371263.06431,1869397.23067,1600582.51128,2016318.7624,1296576.68289,2055332.28031,1103174.47098,3487813.34172,2238750.28885,2415476.45968,2762665.66079,4037216.98804,3296950.8497
190.0456__64.13,1171485.25562,532673.9019,2638548.5426,713400.4699,1069955.49283,2075889.69864,102488.51792,1346667.68956,1410133.0376,1420027.60101,1521408.98398,1475490.81738,1848977.66078,2203807.67465,2797830.66983,1567938.80261,1548694.72068,1308040.36593,947166.41528,729475.68781,2164011.46901,1069979.80992,526173.95367,1010895.49585
190.0864__79.04,619579.38783,522017.21825,521946.85683,892899.93753,652066.97885,612928.64972,617906.47571,691768.78713,649492.83174,718816.38961,631216.42167,682708.11763,637701.05605,567896.44047,600008.4074,866662.2849,1048316.14431,815923.18243,564729.64134,472199.76528,781047.70881,519247.09122,804331.50334,638494.32222
191.0768__39.38,38559022.50733,31057525.74077,30971355.52138,50840809.82573,39810244.99431,33625838.78556,26172951.46558,25705546.30388,26466319.59172,26129448.23918,25437533.3478,25926055.05498,101240944.08069,78724041.27815,86191140.43638,101285853.34291,120093660.6465,99217744.16222,2527357.83481,1970599.99149,1718605.34544,1592296.4752,1761763.49036,1579265.74082
191.085__52.04,776761.18719,678663.10731,526787.08231,689022.85182,595098.2109,576415.24881,262559.70924,301355.00469,536862.84139,571473.77992,606548.06879,735408.09481,472424.20771,351544.77125,401701.24574,327207.14746,465818.65251,329871.07862,98808.28131,43074.44004,663019.19664,NA,16814.78587,38106.6609
192.0657__79.34,3821153.52167,2578946.76578,1896971.98124,2827712.00076,2763087.69169,4066156.40693,2380469.85107,2590780.3105,2180731.6538,2521964.47603,2522994.02635,2675502.35581,4157384.11221,2571015.54313,2057463.84945,2393266.7049,2753481.41652,2924592.28774,2174708.05531,1341556.01078,1121655.4895,1249343.44482,1817430.72178,1721937.65412
192.0657__103.62,3665380.88483,2716418.46683,2058413.29886,3006449.2194,3025174.32177,3767833.45672,2396694.65358,2340238.57769,2728263.12954,2990343.37884,2300906.7754,2427034.02947,3793321.12774,2483619.99872,2523695.96148,3336440.5167,3760994.06887,2781851.61884,1865019.96704,1311064.1365,1156706.02673,1205154.9746,1578380.31872,1791575.9432
192.1596__43.08,339331307.01906,385021777.53447,448080816.99086,436478499.09022,413217128.99425,366180861.91294,893633051.85303,885966185.19641,905901208.55748,895565018.15296,901134651.69927,884229485.71694,541534876.77991,469827333.90987,492704262.91531,417940248.49843,455220142.34644,500019786.12671,283703069.28779,260087152.33001,320287547.84143,284858797.90234,253367777.44718,349432825.06306
192.9988__39.13,1036796.30924,1069013.74529,917634.065,1346169.54753,1058688.27486,611376.38271,861567.24185,884356.86623,951007.91884,865920.02341,699283.87525,897368.20375,2432163.40636,1662126.85326,1551109.46885,1171798.44258,1224394.55631,1715069.42187,74966.28178,593472.24502,12621.29037,1021023.20166,1010043.94871,381555.10972
195.1229__76.29,4445184.86271,4107513.10593,4903713.69112,3950628.62743,3932344.98462,4671516.42956,3647868.27176,3218874.67153,3377195.74283,3507967.52312,3339544.56761,3715474.45053,4204665.17789,5865122.69383,4268703.33888,3839572.81697,3910376.18722,5488284.44496,2046142.88788,2263416.20764,1941906.13692,2050493.24544,1826600.74386,1945933.3637
195.1229__114.12,3392711.32916,3950492.88698,6077191.57904,1283092.16119,3570233.8026,4721461.91158,492987.09027,2871500.32795,3089500.80874,2958382.65097,3752044.13239,3398521.43993,3823976.59264,5958552.54898,4553188.99101,3396655.01921,3583125.98396,4061341.72804,1778847.74263,1777196.61457,1470924.84003,1816038.1238,1499338.48095,1593008.39254
196.0897__38.21,798005.65958,985170.06984,NA,NA,755754.77387,664374.10959,NA,NA,NA,NA,NA,NA,1731520.67483,1839155.04039,1482842.02144,1932622.73609,1675048.83579,2178135.20549,1147167.58054,700780.69218,1418574.99138,718361.48277,620849.95217,903878.49632
197.101__38.18,15047185.47329,11842784.12048,11931204.88485,20273625.28096,16667140.90494,12325182.53408,7472591.35662,7640717.04351,6944226.54156,6780130.41827,6974963.76474,6823018.32915,13432839.48555,17298490.73648,10581589.20985,12574796.33293,19031678.75741,16261012.09403,696642.48896,1102169.50993,1030413.35665,852391.47804,100566.54652,1003256.31231
198.0849__39.46,817437.08295,3783014.70089,667033.79491,4042322.20587,665857.87573,2048287.63915,2048478.90856,2000704.49382,1986309.10237,2029866.41701,1914250.45506,1937696.42487,3381814.10845,3623751.46025,3652912.60824,1661966.51486,1140383.81276,843656.56528,2897310.5442,1027499.25966,1685446.40969,1993856.34407,2590169.11467,2359625.35909
199.0006__10.26,138760.8911,658222.12758,57490.29477,523616.63056,57519.97933,714627.34019,856438.45827,652567.60414,52508.31913,969991.77635,129913.14493,643237.91893,406537.70856,405704.22253,505199.93982,285751.25964,514729.11859,104293.41143,1183635.80753,67002.87225,878096.14656,430595.21522,1121614.98657,1212881.30619
199.0151__25.3,1279401.74967,777249.66327,815009.23217,NA,988108.43309,2240249.08073,677224.989,NA,2076532.57648,553232.02042,1216234.85624,2138571.46708,1944357.65941,2315484.05965,1024435.16234,1243168.77399,2091451.24797,1408692.67745,863099.61275,2246222.2787,2038307.56653,633110.97858,986637.51845,577321.55413
199.149__98.14,947999.75539,1078399.11338,1308884.32851,1429016.35228,1887708.31341,1220786.66313,3989886.17631,3924823.55515,4332691.329,5976308.65945,6080329.8775,7519697.38438,1430092.92129,1624862.19698,3320965.94376,1801648.25209,2073213.13856,1372882.09696,962689.47727,1117905.88057,1362855.29572,1074521.19354,956498.97764,1497745.45982
199.149__75.45,780970.22681,837382.92016,944913.85161,1125789.79969,1071573.61525,960284.30507,2962097.17174,4005730.63978,3964689.3044,4576525.54196,5798297.3714,5434990.20471,1557892.98479,1399988.11525,1932509.22384,1496288.95202,1593267.21548,1061700.69862,806531.20708,984856.48207,1227215.4876,1042637.34077,852002.25956,1145523.33517
199.9908__38.84,928564.4331,1343093.34949,1151168.86241,948668.03347,1235729.00848,750050.17723,2697287.31401,2734033.85708,2927176.85602,2745068.82434,2815454.44938,2687036.20034,35092.44666,678170.13636,1397859.92468,384772.47724,92925.99868,900097.56051,1815915.98988,1875018.11603,1407310.24715,816512.03312,1892401.59246,2393935.62308
199.9967__25.15,33415300.91025,32782672.95402,14918468.51273,19551144.85909,30886897.90865,31962765.31902,33228830.94186,30712734.74721,30992020.25803,31154165.56119,13952234.35221,14133039.35226,33918807.09137,31603410.60117,34022543.59141,31756684.25317,32587756.52722,31397274.53852,32977393.99179,33413511.55747,33182881.2327,31359346.9896,14870340.02263,33130590.07861
200.0685__39.76,45820048.80666,46321362.64931,50809771.33866,47634734.63265,41381418.60322,39993837.92378,27751494.84142,26585581.03161,27497673.42826,27222186.65302,25025534.86974,26003694.53832,19559165.62172,19314670.79558,18327840.80442,15564227.79871,18456210.3492,16987968.60758,13045031.44092,4787291.83285,14873687.60664,11055226.73071,8066063.49263,9488494.08507
200.1454__98.27,4365544.68165,3844463.99836,4907279.4029,5534111.54462,4789522.57633,4603108.42269,14637913.29454,14725294.30044,17339683.36905,22130290.57835,26149549.30192,29134569.05571,6111535.52279,6575728.98079,9455227.46285,6729318.05705,7093218.06968,4739723.42105,5037910.90472,4196054.7438,5625258.81325,4415681.15408,3882073.32469,7859380.09898
200.1454__74.95,3219709.90955,4192285.12135,3867595.00294,4622297.57005,4028689.63335,4103206.82678,12685019.43647,14069099.91311,16216107.7514,18240606.10885,22492245.6308,22973811.84548,6476311.83545,5502112.44742,7969427.38289,5360984.76992,6622197.25573,4116554.98897,3474307.42645,4823875.33697,5548889.48831,3290657.32926,3194574.38484,3598102.7303
200.9725__34.81,1629248.76403,1262867.02606,1507195.20189,1884569.97895,1551704.97394,1825307.17918,1858525.54525,1398282.80114,1427217.5903,1056046.13034,1764943.63227,1341214.79696,11220052.22195,11240149.15143,2412009.13773,2225135.68456,11229242.30384,11361018.7105,733382.7437,9990434.68416,1867770.97618,12443989.12215,1952676.93206,9788474.55857
202.0292__48.24,595672.30547,1219012.12535,438421.68508,679392.86705,519903.08224,578672.70494,889881.9776,1213983.06077,1192436.83492,1233346.60752,1136350.80674,1176912.34237,1183654.69126,1825912.25055,1647601.48362,1754000.95115,1429073.05967,1708424.99141,693917.96397,1049065.1586,429643.36913,804846.32133,769537.08331,582356.06929
202.1803__56.87,11608911.89265,12403255.18266,13349849.68228,11950596.74518,13578111.00785,13105978.24194,17142734.50488,18250419.99834,18544945.60587,18740466.72154,19066024.07551,18623412.6419,12386546.87853,13446610.88292,12598488.68483,11722323.06973,11660983.9296,12211668.28927,32247362.54151,29665557.93067,34563955.34283,36672464.60005,33161253.24142,35336384.46123
202.1803__43.05,42154519.56738,41150637.40701,50262577.53169,45193371.46647,49559096.58396,47976348.60994,50386410.65691,50444480.87852,51515145.58372,50948918.05163,51712461.75163,51280138.23118,36886976.74078,39727899.94506,39352883.83978,33306527.08545,36396920.8214,37401584.81956,1086166.19351,88689999.24133,110712214.94704,113201095.54514,97907587.11241,108690061.57288
203.008__63.76,NA,NA,NA,NA,NA,NA,115475.23331,243856.97468,254883.73494,567902.99153,910060.28399,821846.37032,883392.09496,997997.09483,1145711.97928,923347.68832,946973.87604,1028419.27663,1128397.29282,NA,NA,NA,1535564.12411,NA
203.0081__52.15,NA,NA,NA,NA,NA,NA,356973.91069,106048.42611,287408.40576,620111.11595,789045.71828,1024754.14293,1262406.2475,1340038.74242,1170819.39222,1154546.57376,1217007.08317,1239708.39303,1395190.34748,NA,1288529.81175,1415249.11605,NA,1113769.19093
203.0487__101.83,920609.41896,1313856.92904,899253.44226,1624846.70439,966524.87194,2071515.04123,573753.08955,656440.41094,662882.44613,701664.68991,745835.5246,748973.50319,693411.64266,749854.80998,739119.0333,516292.92198,537132.66438,410482.73791,1547372.11802,3113179.54941,1992303.71057,101869.27638,452108.39916,257678.98589
203.0526__39.72,124926944.10038,117006491.23204,111899930.26642,85359928.28217,102001064.3552,104979865.22523,88517920.42971,85672750.91997,91790980.7468,87984089.13332,93258356.20023,87177280.76289,285259948.1002,266968920.89142,225325773.41112,205235261.67053,183431450.0258,215323004.84615,36157458.14399,26242978.85445,25975971.15526,26250560.42129,23212087.32011,26885158.28642
203.2232__33.97,100453.45236,279792.40183,129029.12144,95097.58375,91430.6446,79247.28618,3539492.51724,3804609.683,4069328.46388,4908402.39992,5522314.52343,5794634.7155,125599.05034,82616.58703,147294.14162,58713.63627,64445.39191,30261.05535,16075109.04863,6345854.04917,9200422.95064,3235977.79892,15801281.1874,28202542.00957
204.1537__40.72,1165771.91155,945891.12154,883276.49393,1131967.18145,1173806.31022,768599.02381,445349.06928,259532.25663,305262.9921,197888.49207,165475.62246,317332.51103,632433.7389,383172.10559,399674.96598,181883.83021,725460.08098,832081.97784,1840221.10764,41482.48602,1483989.53611,148711.62253,59289.51894,3311280.8404
204.2264__33.05,NA,8986.01248,NA,NA,NA,NA,192125.80079,284816.49663,167784.72023,363254.58847,253837.35394,377879.52944,NA,NA,NA,NA,NA,NA,1389900.54527,424387.09852,628941.1996,169124.01052,1588418.72638,2301413.88711
204.9334__34.74,1363644.07289,1388571.74589,1415850.95197,1563514.51804,1333113.16238,1354946.59223,537709.71096,634074.54962,673310.22402,316880.92582,735976.30211,590692.3683,NA,NA,NA,NA,NA,561709.85226,405825.52708,384816.25046,220802.74395,231875.10896,368972.39861,477085.97387
204.9669__20.49,387371.08075,36079.89944,173663.07848,72251.48965,752577.23182,346724.47823,1308746.35453,359314.87017,36522.84692,369239.42687,1167850.30273,339485.51175,412843.75116,420254.35332,403338.81616,425040.74973,415573.63152,287551.05064,1113824.68125,357354.29581,369127.84524,457209.01044,341864.44281,722092.20107
205.0289__48.01,540626.77949,1261449.51551,234831.73139,542042.32313,416564.47452,136578.78118,1221911.99449,1206578.87481,1301723.73073,1368146.46067,1223504.49949,1443481.69851,1155339.53832,2154986.74996,2268836.21868,2211718.84099,1703321.81384,1909229.45058,5069513.44826,954772.13734,1941051.96191,613745.56079,4555428.18487,374661.30455
205.0643__60.96,19644.4685,47119.44285,NA,14286.30963,45035.80864,NA,896071.30624,962886.51621,886264.49293,963664.25726,907344.98923,988538.09098,NA,26141.54187,26577.60103,11698.73701,5309.75748,10490.82667,1933092.82293,3878828.27936,800026.93901,860919.16494,1771273.2283,2253567.91941
205.1184__39.94,1419464.40444,3658895.01718,1085927.49228,894287.88676,1027228.97488,1504824.10724,1563276.6889,1488124.10645,1560729.03387,1467336.25813,1434339.77461,1552200.03431,3428907.47491,8655529.8938,2400410.90559,2389724.21712,2039556.83006,2502277.26245,906975.26883,6442691.03236,3380952.70963,5199607.24509,1028404.95588,564950.18881
206.0554__43.06,1577952.76818,NA,NA,NA,NA,NA,1049032.12038,557513.98607,388739.08114,1170659.15377,501118.34493,957625.93539,958099.83302,675410.89206,884063.56419,738026.95272,1395860.96015,1043526.55933,1677304.26188,911497.9691,1548738.54199,1522014.57225,2267038.91534,1612486.12752
208.0178__38.24,614330.46543,501851.72486,475752.67747,617383.19473,702632.72905,580639.98846,1514513.97222,1419905.58916,484823.37756,372175.90916,2655992.25987,1712089.09634,691981.32001,634398.63142,828010.29195,645479.241,705651.24743,707325.14433,7277059.85865,5009891.86826,6725602.17891,5816462.51014,7762210.46845,6819515.30298
208.9438__25.17,616633.40622,624946.91074,1193659.18799,1688009.91861,1074840.84921,562816.72591,1127241.33202,633506.10915,498307.57615,1739310.60095,1231739.63711,76459.88532,1628918.04781,828489.82573,602797.52867,2017628.85137,126944.92028,254365.09083,763566.64413,1124209.55489,1087156.43183,1778865.08563,1816399.77241,788791.7109
208.9823__45.96,NA,NA,NA,NA,NA,NA,1183429.31706,1201801.5826,1082218.12313,1071045.39723,1307264.92895,1057927.80712,NA,NA,NA,NA,321435.24828,NA,3380831.35068,2155927.35769,2922682.88803,2464860.32714,2886980.04987,2907292.70564
209.9811__25.26,2630169.99009,6837565.86756,3345747.05466,6376089.07055,6773600.19639,6683800.58922,4342626.93495,6382596.01028,6756989.39426,6495232.26654,7143313.45248,6919447.14613,3495848.34477,3548565.9322,7131109.00797,6415425.06601,6854983.79533,6275717.29383,7063713.13756,6364273.89463,6448588.67398,6747110.75583,7018199.37647,6625270.76497
210.0174__38.29,2497627.07209,1574293.58913,1849910.98774,1447774.67515,1292285.68774,1420692.29828,143192.77878,286762.3907,346444.61364,156426.42701,940157.02946,310734.65179,2583839.48551,350942.19927,2025320.49196,354579.43143,1354839.52337,1083114.33833,431240.55579,645470.27816,171892.46015,364500.94076,236489.53627,407812.96676
210.8881__38.22,1538672.97013,1482589.32921,1547633.534,1651120.38246,1626644.34175,1394271.35534,1816061.48054,1761685.73625,1667403.38915,1713481.20969,1752582.52388,1498378.25115,7939838.16539,7550664.193,8189663.33652,7630218.81981,7377047.91184,7917416.88236,206824.45184,122512.31596,175543.62187,68343.77499,104468.90647,218670.26999
211.9718__34.75,1122990.64113,1114034.22295,740645.45846,1392194.55383,1016734.56843,1241345.03037,1020401.4095,908410.56934,996242.79646,1124131.25025,924047.41355,870097.3004,NA,NA,NA,NA,NA,NA,1220025.99522,1428238.72568,1199843.8782,1635158.86094,1173460.79896,1260655.31784
212.9643__25.3,832847.02922,1480875.826,598811.44536,1083836.10964,618288.91558,1497973.27923,287891.22584,777934.59681,39590.08559,641342.03064,802337.21982,546384.94289,322824.24237,893501.66391,792679.14723,932685.27983,912158.77475,1518818.539,876210.83141,1442985.91477,1490660.11399,1572309.31077,1625827.51408,1652700.18323
212.9996__42.31,15058071.02002,14469466.48684,16779290.57124,14734672.68551,14343234.02976,15181620.95391,13796712.21284,13986215.64351,13906544.88837,13879785.49256,13882949.76886,13488744.56427,35242332.52527,1689188.26164,41650515.85829,1672405.26199,33018717.79076,32032957.99933,3024408.98059,1237106.04093,2619439.99775,1968138.77688,3139529.00447,3204235.13238
213.9228__24.14,1065819.05233,963648.86446,924199.6956,1018551.32295,970922.47691,1413024.24143,753745.03223,1310232.87366,910493.62469,892217.62455,672105.2258,1408083.6482,1230442.82643,526961.04049,1089441.45989,1068031.62988,1592377.82282,1021336.83867,66673.58488,1004981.36069,936946.56916,933269.93197,966604.88171,453632.00628
214.0064__39.94,1742202.53895,659528.03521,1246422.52333,856191.89441,554987.7946,1770602.74689,6633067.82186,7515502.42517,7315383.5961,6952480.77102,7562598.39095,7533824.15814,4034690.27117,2710315.69467,5067540.29703,4769829.42859,3196026.39127,3294319.0275,7690821.73285,4302301.31131,5689128.64098,5400180.3016,7928920.03217,7121354.06733
214.1414__42.61,39580172.8469,42723814.63808,39486922.12971,48765136.24286,48986305.0402,43698657.62799,72360017.99826,73082683.40273,69028215.37772,73853778.47167,72277968.66084,72775886.3965,276015981.31966,237488234.45068,233114907.41419,182525886.4523,230436984.97107,272900476.9026,8357112.96779,5755300.38108,6583840.05456,5632176.64658,5612666.26012,8395960.57988
